timestamp,sensor_A,sensor_B,noise,event_flag
2026-07-11 00:00:00,19.224246168159794,37.279874903780694,0.023707436359789214,0
2026-07-11 00:01:00,20.172843172299036,41.892072697955975,0.03427423095198576,0
2026-07-11 00:02:00,20.151765346670658,38.617357841839166,-0.17584439868198581,0
2026-07-11 00:03:00,19.552189568348524,38.13917876716533,0.04180946306711166,0
2026-07-11 00:04:00,20.088799161854915,40.596254240100194,0.007418654613885113,0
2026-07-11 00:05:00,20.545092927783877,40.98360065271057,0.2153423031525175,0
2026-07-11 00:06:00,20.06033148463463,42.41497660307617,-0.10191580569338282,1
2026-07-11 00:07:00,20.207369010753617,40.87686595658987,-0.09951851969070889,0
2026-07-11 00:08:00,20.535245622508924,40.02052827458807,0.1286718039737475,0
2026-07-11 00:09:00,20.72780911029226,40.756420622324505,-0.024692629625152025,0
2026-07-11 00:10:00,21.163518794897115,43.560139957138695,-0.09074859615516892,0
2026-07-11 00:11:00,21.016669281202322,43.379767309191536,0.13631247052840537,1
2026-07-11 00:12:00,20.664031490320333,41.040100694804224,-0.07014698766197817,0
2026-07-11 00:13:00,20.77768507040236,40.448726607221296,-0.1440475168466073,0
2026-07-11 00:14:00,21.229260731171028,44.263671357551,0.024948319670988196,0
2026-07-11 00:15:00,21.82140959552175,45.130961765227056,0.1391603245401593,0
2026-07-11 00:16:00,21.488506594760853,44.175619369309224,-0.08589398873007828,0
2026-07-11 00:17:00,20.739305810816543,41.607136962991675,0.0850924185530464,0
2026-07-11 00:18:00,21.676560836437375,42.92114577526069,-0.08372779040017878,0
2026-07-11 00:19:00,21.993190503113205,43.90598113816974,-0.3356400007785719,0
2026-07-11 00:20:00,22.046979007781477,43.682092791470374,0.051805899243044254,0
2026-07-11 00:21:00,22.01746443260478,44.696425720967625,-0.19095873456621415,0
2026-07-11 00:22:00,22.95950620718127,45.734814080638124,0.15415946927321952,0
2026-07-11 00:23:00,22.582934167887384,46.1743979548875,-0.12608031998963865,0
2026-07-11 00:24:00,22.173408576056943,44.82593682279404,-0.07421091849187088,0
2026-07-11 00:25:00,22.35269862344162,46.194648784959554,-0.21692934392690422,0
2026-07-11 00:26:00,22.849693977300596,45.62531809572446,0.11421042167106382,0
2026-07-11 00:27:00,22.81934357749999,45.02224878449447,-0.0010168814084091388,0
2026-07-11 00:28:00,22.323489406995282,45.71702314073615,-0.31871238215703795,0
2026-07-11 00:29:00,22.22716750425083,42.74849217603576,-0.15036711525343927,0
2026-07-11 00:30:00,22.526517631241347,45.92211203869454,0.726414962560987,0
2026-07-11 00:31:00,22.405133977274147,45.06638678042157,-0.03441819407832697,0
2026-07-11 00:32:00,23.41156315503547,47.804959227847014,-0.44116133713649736,0
2026-07-11 00:33:00,22.335288597545226,45.07372887624168,0.024137256533053344,0
2026-07-11 00:34:00,22.818279590834106,44.58203739452801,-0.2373104089273982,0
2026-07-11 00:35:00,23.329386989540936,48.21998591954551,-0.12295179607988245,0
2026-07-11 00:36:00,22.72409685922414,45.58199373876576,-0.011162024444415023,0
2026-07-11 00:37:00,23.21586996279738,47.24650425898208,0.11348718824617693,1
2026-07-11 00:38:00,23.708855338671935,45.39985632836937,-0.041428966185839536,0
2026-07-11 00:39:00,23.289496678717928,44.169622433684694,0.1919582593122108,1
2026-07-11 00:40:00,23.160981263133433,45.61813346993274,-0.0926768691390165,0
2026-07-11 00:41:00,22.255298984189174,45.11100615010285,0.2335005584356391,0
2026-07-11 00:42:00,23.458530525422375,45.98636825303667,0.17217046578824166,0
2026-07-11 00:43:00,23.47002681869732,46.749118203464576,0.2666970259569655,0
2026-07-11 00:44:00,23.178801161701063,47.41703897408289,0.0033506549637199257,0
2026-07-11 00:45:00,23.454776568123116,46.403072157868756,-0.08457294629099704,0
2026-07-11 00:46:00,24.752779795481917,49.453361506642146,-0.3436416023434574,0
2026-07-11 00:47:00,24.46482039277743,49.37312631403503,0.2450726447105833,0
2026-07-11 00:48:00,24.411616952871547,49.897057584041285,-0.0966314331787267,0
2026-07-11 00:49:00,23.734794013921906,48.83079227624587,-0.03632070329745651,0
2026-07-11 00:50:00,24.693193728071094,48.84665125906746,0.08941299177223638,0
2026-07-11 00:51:00,24.43850815811476,46.22696574151624,-0.3609239185481586,0
2026-07-11 00:52:00,25.44345172183105,49.48712000901007,-0.042309935752331246,0
2026-07-11 00:53:00,24.138818842140758,48.963891914355784,-0.019336071429069367,0
2026-07-11 00:54:00,24.618094497470302,48.19579917121002,-0.071894379348501,0
2026-07-11 00:55:00,24.40960633481178,48.353517214245606,-0.06961371157584872,0
2026-07-11 00:56:00,24.563234235801534,50.83877597831657,-0.15941056752938737,0
2026-07-11 00:57:00,25.35437081318127,50.916357938271936,0.024178625217153533,0
2026-07-11 00:58:00,24.594512973286932,48.2590279043961,0.05625769802956809,0
2026-07-11 00:59:00,24.534538511450666,49.67133586103889,-0.1446942465780516,0
2026-07-11 01:00:00,24.54745742646711,48.98063685702455,-0.15635638755469383,1
2026-07-11 01:01:00,24.315210180919955,50.27267020997272,0.042369391473847884,0
2026-07-11 01:02:00,24.783605029720196,49.48284013258495,-0.07400169352319678,0
2026-07-11 01:03:00,24.73943137555265,51.39612192143702,0.14975632080456022,0
2026-07-11 01:04:00,25.08351780031683,50.687654932747165,0.08226632989911382,0
2026-07-11 01:05:00,24.708733048148694,48.07704528738214,-0.15395129349465211,1
