Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6
100.0,100.0,100.0,100.0,100.0,100.0
101.71169206947339,101.87008372441333,99.34497164794661,99.615617845523,99.41375675377081,100.36932133240467
100.86291619308244,101.18505737873146,96.8299929317793,98.41440487595017,96.81025372042623,99.67124305821075
102.04568177932212,101.80789474005674,98.70071144753719,98.29505960513556,96.46187412188688,100.70394503751918
102.37538418220093,102.96754461879905,98.57258359834253,98.02294936700973,97.24197367154827,102.43999591318963
99.30799553237566,100.54134442441386,95.79587543530369,94.77776982448393,95.67135407406712,99.25738251011079
99.87351405207887,99.05466739503495,94.97480308260803,93.87790355569688,96.25111195676274,98.600809909952
100.00236409250759,96.48924785099351,91.94922001408945,91.69107351904292,94.00681811203712,96.93577442761381
99.18016975943839,94.99352012394617,91.49117952636092,90.30552126229264,93.49267148837839,97.9760342543461
99.07843457265204,94.81104025423097,92.27060154689632,91.41693826473853,93.53100566082101,97.5583797967327
98.5543563140047,94.50585502241401,90.02143671230583,89.5648799997883,92.98745216081488,96.36533519028558
102.45453779319485,96.38826994342779,92.39967997150043,90.31276942158208,95.8904225856543,97.44631005627957
102.17497362767583,96.52169201473268,91.99809406280997,89.90634441480529,95.13214145012466,95.92745140898313
103.85742539552578,96.86864003942198,92.61458603305014,89.98221345083506,95.19729253657363,96.47041344953983
104.26302914116683,96.85635596991098,92.89973231416083,90.56363609662905,94.59743354821116,96.69892268683486
105.77653604931409,99.41541427135816,92.5434598488501,91.7951702360969,95.53747886187193,98.25336467947425
107.26271728343251,102.01545936377289,94.34997340694967,92.72361243861835,99.09305111760398,99.4591241384501
107.32555151641166,103.05037422851079,95.0810301883414,92.16294004730705,99.98689610780714,101.08349234941487
107.96959459003874,104.33877714069735,95.45376490796482,93.08645476409612,102.01407662096426,103.66091028521278
111.0672376200916,108.64924701244153,98.42879239460241,95.81924758183574,104.91824763437361,103.46314965289527
111.24749482743697,111.08932061278415,101.03630824007477,97.26196532134132,104.73618587221158,105.33021552923995
111.57259713423599,111.08763590553123,100.3203255148653,97.72722952354997,104.3648590160362,105.29919328220711
113.24271663765259,111.59771015144793,99.67068533675446,96.97309836624635,104.45884624017664,104.55216929912885
111.53247607807775,112.26409913986292,98.84723997080175,97.62428902924401,103.83299188933773,102.99724993805609
112.40737846953198,111.93257913565853,97.22588618459527,95.75416095386913,104.14704538137212,101.45820384196587
110.27925402049694,109.43607199691644,95.40535506573113,95.70241192508296,102.53358212602546,100.43367315788666
112.85733136999177,110.79414204167479,96.10249070093937,95.92708487452887,103.54714809702055,100.84961466116717
113.32366364281026,111.44339630533203,95.30251977436535,95.66574345988602,104.82608066386577,100.42449941578474
112.95204561770441,111.92688549686149,96.64516114550206,95.10812315246051,104.86448688984393,100.30155912618807
109.47929799323015,111.00505902764878,95.94742468859909,92.48466490302644,102.49729239475559,98.6995343960975
112.02105238181305,114.17362815244744,96.50614297916943,94.96732669540212,105.18758066494011,101.19266092272758
114.29552089300498,114.26552008931755,98.39451515966091,95.81926088751062,105.41041081750781,102.3179250688294
116.00752603677311,114.43609491812482,96.58958087397542,94.8989984243952,106.84650429161611,102.9997420372079
115.93495229729731,114.52712993233135,97.54924009302566,95.43242437944501,107.57241334504407,103.47477807769026
112.97044953692799,112.27279284234838,94.39928941204859,93.44952650912496,105.66197489960919,101.51987342858675
109.84741240134845,111.87288993363832,95.70167902440248,92.68598693077709,105.76645751815916,98.5190446185894
110.67236371318968,112.6716417996144,98.57814914633565,93.74907626713477,105.80478997173093,98.76454118255938
107.95873237621845,110.63608900574195,96.46829454928168,93.95597030861815,103.5240274326357,96.97746680221127
106.99996388631317,110.61884493954753,95.36127069763515,93.71075711898524,102.93444217790802,96.88616048936149
106.47187308320795,109.94321546757492,93.76019779446831,92.38273828519763,103.98525527813281,96.75965887721908
107.17754323628107,112.50047960744166,94.31708417191821,93.05019419336162,104.82376582361064,96.92783027356153
109.68674047005976,112.67467638867029,95.36128409929516,92.98659819337776,103.22820783907163,99.32267375669873
107.80973417357521,111.66238096707487,93.57097008787622,90.62788179972316,101.11100159974848,99.0623707203866
108.8108214268952,110.76941930054838,93.10966569268926,90.17088995495764,100.19470210513862,100.01142829134362
107.06578324044007,109.8375094302105,91.14053473924989,90.32491834897135,98.21558928940269,98.22914296009361
108.59796708339375,111.9772038345071,93.0346586312799,92.6155892856593,98.87102346881817,98.44373816620632
110.75932557274496,111.00210506379452,93.28387083626316,92.06487312234148,99.93731065981851,98.68124429585434
110.1454105562437,110.10947147110282,92.64553693161278,91.34733554818959,100.64052632517566,100.32516822962444
111.93130166389147,108.33181494984905,91.37360207866766,88.38889754079189,100.88820666048518,99.84834588706448
113.73600502692834,110.07353742318514,91.86251257414807,89.18432933546013,101.07675543566515,101.01385735515822
112.3589346822864,109.66575277889969,89.51775041341328,88.46978817803414,101.09961967295976,100.17758415229082
112.31606646641187,108.61457604249576,88.27611423001467,87.2296972326366,97.49256173771859,97.6494515468449
113.06458827259611,109.24426377072164,90.48509910711013,87.38605982865832,97.38176386198091,98.63355334425462
112.79238501458461,109.27627400790527,90.58036003418613,87.69506350450109,95.89974806566472,98.26634335697041
112.26955165559107,110.38903000936364,91.8327858636585,88.12312587651597,96.43045700012864,98.51872331793886
110.95165930494983,107.9641568117303,91.14934596844185,85.54693230443668,94.76970427173707,97.090158603264
111.38365352420251,110.56118061945918,92.3939680945839,87.35239300042362,96.34210946993294,97.22114185185087
111.42674275684958,107.78009180998347,89.87726827423717,84.95292245834224,95.04054682761857,96.5251657452658
110.6569278039009,105.38457128423198,90.69294254290911,84.3743614107888,93.97877990725989,93.67117429613958
112.1088230883756,105.25182608569578,88.3369830669121,84.62149268247408,92.94893653467257,95.19115636999187
111.83688014600112,106.27200629523637,88.05090959977866,85.44167830086774,94.56015270987737,95.02571455850814
108.07970043895607,104.68976719478505,87.69978360397691,84.25672821119197,94.12903256258613,93.74334396924462
107.69390612355916,102.11171882682874,87.33630055781593,84.80057733308556,93.53506341983558,95.30140936897322
109.77723959366362,103.91188915570572,89.23623303274054,86.04922572964838,97.00664757333338,99.84422280059383
109.47052197169685,102.40546558207423,87.23488746160058,85.87834928339687,95.95753660082525,99.03189497901039
110.94346882385355,101.87018371251,87.38102577248976,85.4466688038146,95.82076188869242,97.55583145985807
110.28253102797947,102.25621132505768,84.98571449953626,85.37286513724125,95.21674468060529,95.92199835394193
108.36996843466098,101.05203609469446,84.61350585680813,82.83944628229604,95.36089167759587,95.18631905385718
106.7713802805581,101.12727597969545,83.82277415686347,83.4448906190962,94.67968100503126,93.20925919638916
105.35594754017062,99.55075315217135,81.15600279256692,83.04497565397419,92.95471221345474,91.46545428942436
106.89121145005961,100.68251127945263,83.60530612980146,83.97033184597927,92.48210817298705,90.93887559499098
106.79635994797661,100.62563432961161,83.57727206670697,83.50982645586781,91.0370942895537,89.60909100593943
104.74705065819384,98.53840640908393,85.67126134899856,82.80608288847597,90.18562844493073,88.62417578486728
105.88298015159963,99.27352513426713,86.3875864526742,80.4942754789644,90.54494424909771,89.52865668989695
104.4572505221015,96.80183969677378,84.97739347355822,79.30177242421689,91.26179784067102,88.3265507656358
101.91623965254746,95.4041483921936,84.61671388659725,80.28839023585294,90.27221340568173,87.98175962091916
102.94120989324836,95.61498939063091,87.46761796531096,81.86529611104343,91.0429237303277,89.09917753413605
103.92007553026544,97.67896724156213,88.50779014502358,84.30358616680277,92.33423894086037,91.97157332520297
106.42099311666358,100.79458798049248,90.5432041660075,86.35583937974995,92.49724982197867,93.61759045538302
106.16703677193702,101.94342026358639,91.49471403816221,87.5458002831237,93.67635204139948,93.59608407778394
105.99432127276975,102.61716980281012,92.34587225608774,87.80661447184669,94.40735084989633,93.42511553932036
106.84323639605253,103.15086074265386,92.23425630184722,86.96136633470317,95.94098832351935,94.22061518223964
107.4145100155957,105.34121558277975,93.37934308095247,87.74674415953758,98.53143712265799,95.27477833603524
109.1940538054668,107.06544296191801,95.06002763368336,88.58836648757631,98.3902380326202,95.21604299124469
110.97003365091473,107.89735012476123,97.52984924805173,90.90881904476211,99.00574909156228,95.62646540193619
111.92466537121767,108.21846091008193,98.83128592523744,91.26557575279257,98.63849458421926,96.37546013671049
110.87447565298848,107.51334678376082,98.52766694922934,89.56112036954686,99.04230338075274,96.78034463287943
109.9834493168612,109.22266135386907,96.71996595095501,89.95457788868313,100.76000039050835,96.99089213420005
107.62395059795757,108.28103846859605,98.4278467476093,88.35958005496279,100.0453051766621,96.51064859151525
105.63049973480746,106.97494846604742,99.0834025885246,89.70067933863072,100.52307938099736,95.80795698676609
107.92014488963173,105.16059457923723,99.44152327522744,89.89836875575106,102.21328594302065,96.21699646163736
106.7373961138813,103.71635607662662,99.6765195271845,89.3246342562758,103.12092451441119,97.45246400189792
107.85081999226932,103.4168016468115,100.53383960695945,89.22218684160252,103.39753618242699,98.12744427657506
108.63039533588186,104.32114647627301,100.27288879917856,89.9755342706447,104.86312803941414,98.7213330865611
109.1231766988481,105.4696688829659,99.4055814900345,87.82263216673672,104.88533417261056,97.85327475294373
108.47658982340438,103.35490235715858,98.23061852594743,86.70616433872677,103.41833723915909,97.12960706438886
106.86414457928461,101.31921349710957,97.76168960424422,85.32549015457154,103.62513004274957,95.46755001422598
105.14662102182503,102.34190296888008,95.23131911423111,84.32687301993128,99.65476719269014,93.85350861399397
106.96151672936,104.53259510147743,97.50209668746564,87.3235197040684,101.66639453006185,96.226873233508
106.79224000145066,103.45897229908547,98.35369896415708,87.65059100377233,101.7178082046678,97.60670123348172
109.0693454400658,103.40738068947107,100.12919332697577,86.41462402775126,101.78342615821312,98.62418440417855
108.46480683883514,101.85675291789195,99.28464701293086,86.22041321412235,102.93803724197463,97.50434363146275
109.71109465631787,103.35865594644108,98.1643352978677,87.95042950540017,104.09453405413907,98.68258761686933
109.72024723871452,103.8813582875197,99.68618482188396,88.21998030978455,104.60254384389413,98.90526619520331
106.91721650450307,101.31244524976553,98.63469396209564,85.9970349969637,105.25152946727174,97.32476758992158
105.58230792262219,100.96760577275751,98.01821134429188,86.39095761274307,104.85410424540856,95.43215832923158
107.38170109061026,102.71154849183414,100.63403535448883,88.75322722476047,105.2834614651329,97.64261365540703
107.17888443750519,101.42839526788978,99.97651868367639,87.6086882282386,103.5313612135924,96.76757727190508
107.71685537586069,103.56039371475049,101.62463337926211,89.3593984210713,105.34454814228985,97.73851559466377
106.5432710753031,103.02277864108757,102.02390837149471,88.8107623750843,104.58666923054264,97.64808031115702
104.35926839833644,102.24787553291183,101.03655370322831,87.42888375247306,101.73014953649245,96.59952512424005
102.40467438650825,101.09120305160408,98.59790938977243,85.68838121817996,100.49230970884847,94.71104024634292
