Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.019211313244165463,0.011628187499984911,0.012045272102116264,0.015073395747870694,0.01368607061592222,0.01361144732582427
0.018275416648193987,0.013200785980895444,0.01403318544466845,0.015312761747280135,0.014432367529725062,0.01592809828931817
0.019731029547749843,0.014308881401578079,0.014347283990264893,0.015556518760134285,0.014608984513549327,0.01816831346227591
0.019723521767029975,0.013799073689178543,0.014275500518095707,0.014097708463714788,0.014350869780598179,0.018518168832408834
0.019796859838098098,0.015138463853441878,0.013596263026958974,0.014208937875584337,0.014619774413714221,0.018295023224272167
0.019687089006775748,0.01528823409201136,0.013937863768738819,0.014208660713175537,0.013956246079865798,0.018518537032387625
0.019167954613944795,0.015418255292090262,0.013472828142446042,0.014228290758470066,0.01348120382791312,0.01894122275670121
0.018636868924400155,0.015397289137517816,0.013966561779787142,0.014402670397607658,0.0131745163957707,0.01962359628711485
0.01864994605523697,0.015616193411019937,0.013978597148152867,0.013876317020542874,0.013695670324653181,0.019539066734055425
0.018675107890779207,0.016072274220694904,0.013555967005555733,0.014895202680456469,0.012664820963891214,0.019986573426072775
0.0181936019097942,0.015742961682323593,0.014065452757009645,0.014135724912535034,0.012711599491570719,0.019893273905835576
0.018214195776154064,0.016017684939564354,0.014437426167861273,0.013947787494849284,0.012704103801259015,0.019904789488913433
0.01799296135444037,0.015982502041780436,0.014475292033465748,0.0151815391412763,0.012887308122871862,0.019764247119574398
0.01805925794195074,0.016117446433171076,0.014548425937053402,0.016007445279796837,0.012678680972207094,0.01906053687425325
0.017176878344977095,0.016255576181341807,0.01525177638942577,0.015992402687037603,0.012190213351902453,0.019271591443171983
0.01707031760353408,0.016167544186378217,0.016170261681340153,0.016295212445772155,0.012373219652170942,0.01925876116152067
0.015564642466481232,0.01595681110111188,0.016382541995696318,0.01521536421533125,0.012567349139293055,0.02035986291974219
0.016097950141957963,0.016142297727218004,0.01589276558937866,0.015463820138955602,0.012529927075186366,0.02122449983955987
0.012971051166393568,0.017413099784426744,0.019043265407842316,0.015986856304083644,0.013852551227450917,0.021273968049333906
0.012965924845421754,0.01818712574173829,0.018916992751077222,0.016058640141280903,0.01361249896731057,0.020819431933702445
0.013171320018768149,0.01856294388042679,0.01888581646402002,0.015757249092060468,0.01358409086988998,0.020976590187783997
0.013085985423885742,0.018054045669551197,0.017440663962468763,0.015406172858442636,0.012559443031063353,0.02013873568850072
0.010838363767746106,0.01592319055331691,0.01739425886412483,0.015264758116443993,0.011764492146864489,0.01823388325458328
0.011838802627331066,0.016064914871662367,0.017272380377607796,0.015038223464037713,0.011706324117171374,0.01879299888084744
0.011687085983576592,0.015227836014374581,0.017273649553790012,0.014991475365234014,0.012260765233172127,0.019016598533220443
0.01140231627169141,0.015233964075428718,0.017119834818114202,0.01599833082573089,0.012333116048494786,0.017694839073589638
0.011639131303291935,0.015614836276694893,0.017254971499300144,0.016007843404115648,0.01212593310746019,0.01750924825830708
