Asset_0,Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.28024812623083,99.32042407431277,98.33099461987533,99.22811972393471,99.02778715185845,100.41293608818958,99.37401700606641,98.33018050309721,99.84762440664706,98.5926902972856
99.44871210155327,96.74156221199493,96.00365364543896,98.74248407836829,98.89138995227684,100.01015552245785,98.71736390814614,97.35770476545534,98.00951849901033,97.45572466807755
99.18099095258056,97.80644972489365,96.51479552727427,97.76933067517076,98.97005852848588,99.70263067572122,98.11764879567315,97.64458140572593,98.64275420405953,98.00280520701217
98.66869148401805,96.49476004629977,95.98177469951698,97.95451991620472,98.38679824615363,99.2397149744758,96.93997573533743,95.98855122901881,98.556169067137,98.34673325178994
98.65421142532317,97.9013568727951,96.86683676237034,97.87964241746486,98.81898069933231,100.40673305279128,97.36086020344408,97.89031533772638,97.21698949300287,99.29382839624472
98.74268973796133,97.60238685058525,96.95030357991973,96.66363153667653,98.43781911058117,100.33853491302399,98.05990639559411,97.26633573749987,96.38588974481335,98.73256144271294
99.36965607118202,99.12167765272817,97.4000762921412,97.49219861768272,99.04246173921804,101.48676991519741,98.32997802429311,97.87590979903773,96.8540905068029,98.42496172569716
99.59525327767743,99.87409159068955,97.8598125762786,97.60928116192632,98.4155043859484,101.2985955147042,98.11913057091274,97.20787664996986,96.666458257405,98.63282321741936
100.8678309083918,102.2948406387533,100.17992821905557,98.69021531017678,98.3424471502928,102.17151513524544,99.16229600055179,100.63452415478923,97.90625480454494,100.0316347323927
100.87770286068672,100.54078098904958,101.01897594065042,99.08097918544848,98.80986315553994,101.70989266725354,100.1179865732959,99.59450914304895,98.38686343319577,101.57167435225325
100.25708863424617,98.6493298047632,99.88984497130971,98.14358752202347,97.23050949944347,100.89108349905958,98.39983065074439,98.64157162084311,96.50512627144775,101.51840232025728
99.77584733197018,97.36833974788892,99.98627644420158,97.0607868910775,96.89225839860705,101.20462118524414,96.91440620884231,98.12047632346129,96.10857379476998,101.54355966109138
99.00187865817793,94.21675201042132,98.76763355830848,96.38652673252416,96.23963967913349,100.60260915617877,95.58293244233582,97.12563637556775,95.28171078181119,100.16197519905302
100.25345230344249,96.90718676182904,99.43115719541414,97.72196946501208,96.62712896300606,101.96916882858983,97.42584190043625,97.96732683624379,97.31208608184463,101.67589019187574
100.82826461093656,100.62429596243642,100.94654209427368,98.17814896732385,96.87935856249226,102.1926688164162,98.08805456503704,99.19190062275533,98.39190081668782,103.0385298302633
100.8696941047763,102.87112098058572,101.40225783736416,100.29350491284589,97.94061283593282,102.4755942835519,98.17302246872153,100.55898241689597,99.1104942940536,104.3197798494803
101.216208191268,103.34372196950773,100.81637740280424,99.44567115539098,97.5828866361273,102.8448112028349,98.22716372056814,99.4091038314575,99.06595862678589,104.45064673441479
100.66391932410609,102.60855021157286,100.10755620141931,98.34172443103778,97.27170895323836,102.67444903500488,98.43228932996601,99.78779204054574,97.61486092002194,103.37023930269358
101.03742114342354,104.02800683018795,101.57327498299787,101.35269506153918,98.60115946767056,104.48618793120107,100.45477600142745,102.2677470718167,99.11527649215897,105.45596790294086
100.5593117210503,102.81883899338646,100.09392560282122,100.87138701209568,99.46785321297824,103.06487427147974,100.40834964273712,100.28547528832763,98.10087223027946,105.60501343443924
100.63447043099912,101.30339562259448,98.76777677372041,100.96155345049219,98.77939841641256,102.85129123064443,100.0575779650655,99.26567095107981,99.28722237061707,105.78707840782725
99.33897369332402,99.36343506880678,96.1030891848406,100.38269083852947,97.35657757650054,101.69517011015205,99.13656038113692,98.48751734367502,97.06202528286208,104.29792675519637
99.06225222208056,97.92792810337231,97.48268596988535,100.57130223111065,96.5945957877287,102.07988109960131,100.48516771204865,99.50353648262023,96.11138957420019,104.0504251798747
99.92134686080823,98.32014084075284,98.96289571311013,101.69166315146894,96.70755308515724,102.6325785149999,98.92372800360454,99.11361320478326,96.260853885103,103.49840197574655
101.02979272852285,98.06040076392958,99.37040050450771,102.23960449774631,97.97170893029491,102.36745235238979,100.2522438229985,99.95689393166089,96.24993845342686,104.42789333792636
101.1947182617848,97.44686730582461,99.39019732319487,101.98544111066803,97.97145680311132,102.71061002037597,101.3441965595638,99.08338708382142,97.93370774069368,103.30402157951505
101.12694161417232,98.17396117910205,99.91639371044431,101.7496163852241,97.9108918833103,102.4537517722186,100.92179132693803,99.75781830316517,98.22657913968366,102.88465578981956
101.75849965031173,99.65296848047923,102.04463624330718,102.9341625156811,98.1980190399263,102.83582476105836,102.21505208648976,101.37440884051709,99.22797443881612,103.88029008849918
102.64821651372868,100.23630717588804,103.79930962728018,103.48957202365986,98.65727503609915,104.10244239879161,103.60371213703868,103.23774181395976,101.34104531225428,104.96134992278134
