Richardson,Stabilized,Denoised,Hybrid
665.3749732319318,665.4160249674059,666.2953533878214,665.3229772343527
665.4053295129322,665.4303263904334,666.3911838375838,665.3489752331423
665.4464125559766,665.455835308106,665.0008719753939,665.3771523730372
665.4899443881892,665.4879909238606,666.3295182254158,665.4117824645069
665.5283394630029,665.5229008915488,665.2056814081876,665.4508634263481
665.558616958204,665.5586939684987,664.8289782222906,665.4896014446755
665.5911700298174,665.5954277330179,665.2519529385107,665.5241092014397
665.6175249141569,665.6337879241787,666.1977475500831,665.5576396156285
665.6723484609349,665.6736282082486,664.6567962175021,665.5875822648927
665.7288151445622,665.7136092298897,665.3239467522593,665.6299653629138
665.7569854594752,665.7522026570443,665.2901475702827,665.679390253738
665.7941195594499,665.7888957432585,665.2095010562156,665.7181878566066
665.8165939857786,665.824391678045,666.2452039135308,665.7561537080283
665.8614485905396,665.8599652752882,665.9172027913094,665.7863738469034
665.8957728740812,665.8969204572529,665.2609800776601,665.8239112187215
665.9199520657755,665.9364853164711,665.8728461655681,665.8598420464014
665.975328542109,665.9797807201204,666.2681147739122,665.8898970560884
666.0163974746342,666.027660475856,666.3151613287428,665.9326127990987
666.0659618883134,666.0805199184161,666.6956888572099,665.9745051368665
666.1320274654182,666.1380495604151,665.7536628261832,666.0202335125899
666.1883733524419,666.1989779670894,666.4381427717077,666.0761304890041
666.2696388178548,666.2611730714196,667.214083894351,666.132251920723
666.3385741856899,666.3223005110013,666.9734152351535,666.2009453692889
666.3774802278393,666.3805277126785,667.2852429522052,666.2697597774894
666.4453849684093,666.4346065477189,666.229021099862,666.3236200026644
666.5026925142229,666.4835707306113,665.3506653768393,666.3845024855368
666.5389736222737,666.5267819668034,666.7232084050423,666.4435974998798
666.5741262525484,666.5642715201766,666.4971794905009,666.4912855610768
666.6038706003177,666.596683555154,666.9354326520883,666.5327059068126
666.6286568877014,666.624671345568,666.12125738945,666.5682882535651
666.6569474353682,666.6483877677096,666.1696377543134,666.5984725706332
666.6858468324075,666.667697884474,667.1428165404725,666.6277100030007
666.6906495373398,666.682923724401,666.9940480132504,666.6567784177041
666.6909813844917,666.6951946724777,668.3282482671184,666.673713977522
666.701907244669,666.7058613500399,665.6754606807502,666.6823476810068
666.7228120499282,666.7156203825223,666.3367226018464,666.6921274628379
666.7266719720462,666.7243362546272,665.8994626742367,666.707469756383
666.7355144111849,666.7315911123234,666.5432118775773,666.7170708642146
666.7428561781053,666.737260412596,666.1010127650983,666.7262926376998
666.7411861857966,666.7416552870685,665.7657785683705,666.7345744079025
666.7438334626146,666.7452646978844,666.1132249214237,666.7378802968495
666.7486774050128,666.7483441193244,667.5720226567144,666.7408568797321
666.7549716157055,666.7506466407852,667.1501970468771,666.7447671423724
666.7521137876677,666.7515077398059,667.0347009886328,666.749869379039
666.7638735716338,666.7502973340988,666.4614658461223,666.7509915833533
666.7508180858135,666.7470064159934,666.8257570491015,666.7574325774935
666.738527608899,666.74249399495,665.7635501634696,666.7541253316535
666.7327590552809,666.7380802687253,666.3997013327044,666.7463264702762
666.731023514555,666.7348243475615,667.2777293962137,666.7395427627786
666.731023514555,666.7331721647138,666.4221335747914,666.731023514555
