Richardson,Stabilized,Denoised,Hybrid
5653.634800908201,5654.279498986013,5653.3047336444,5652.84965679569
5654.207443571439,5654.485270679401,5653.633594285919,5653.242228851946
5654.71002523669,5654.8520455008975,5654.472786380841,5653.7248362116925
5655.329057837251,5655.316629967183,5654.316470422237,5654.217430724191
5655.849081354938,5655.828211187464,5654.563656420643,5654.773244280721
5656.331880289358,5656.363356501597,5656.997538574294,5655.311162817829
5656.81917184028,5656.92154428838,5657.508201008176,5655.821521553594
5657.394326556281,5657.51041818764,5656.791946831097,5656.320346696937
5658.055162627549,5658.133109266936,5657.917261732822,5656.857336626609
5658.836064993902,5658.785361875257,5659.166967219136,5657.456249627079
5659.356433617523,5659.460757088089,5659.468573203599,5658.146157310491
5660.171353992225,5660.155715616073,5661.11723794357,5658.751295464007
5660.756470009823,5660.869531392214,5661.612391428748,5659.461324728116
5661.634087865152,5661.602459049269,5660.240947909138,5660.108897368969
5662.325658423165,5662.355708620948,5662.141656775279,5660.8714926170605
5662.99517452705,5663.1321493526175,5662.796781589164,5661.598575520113
5663.927551128496,5663.935486765684,5664.881069936805,5662.296875023581
5664.719660233933,5664.769617385752,5664.323837523706,5663.112213076039
5665.546429796373,5665.639282501268,5666.255244907432,5663.915936654986
5666.413933652807,5666.548308361003,5665.339961103283,5664.731183225679
5667.383716785201,5667.494324095472,5667.568515765376,5665.572558439243
5668.533865096349,5668.466668252222,5669.125484702781,5666.478137612222
5669.518285171535,5669.452018112996,5669.637889180285,5667.506001354285
5670.302101691642,5670.441016884743,5669.733760748726,5668.51214326291
5671.490032750395,5671.427498235562,5670.241877295763,5669.407122477276
5672.463854950935,5672.4039088804575,5671.393971191743,5670.448577613835
5673.432289249587,5673.36156204104,5672.2942157588395,5671.456216282385
5674.344782025625,5674.29501174428,5673.492271289062,5672.444252765986
5675.245815373688,5675.203227285363,5675.769889027951,5673.394517395805
5676.0896606081005,5676.085557414392,5676.044321359273,5674.320166384747
5677.0336187543835,5676.938432144589,5677.657069636914,5675.204913496424
5677.909499448752,5677.759177033555,5677.462419945955,5676.119266125404
5678.614094346276,5678.55459995648,5677.74753658627,5677.014382787078
5679.204042530752,5679.343200067314,5679.781048591825,5677.814238566677
5680.004374070133,5680.144786716032,5679.618504445849,5678.509140548715
5681.0019933848325,5680.966533745551,5681.6773856925865,5679.256757309424
5681.810101022044,5681.799107508647,5682.631139711704,5680.129375347128
5682.645366230697,5682.624094967543,5683.067744422492,5680.969738184586
5683.594189601654,5683.424229094655,5682.252937709956,5681.8075522076415
5684.253357750029,5684.190130008759,5683.774093831835,5682.700870904648
5684.956439545821,5684.9216405166135,5685.082055983537,5683.477114327338
5685.65329359181,5685.6235903263805,5685.043843078585,5684.21677693658
5686.375786359439,5686.298757526916,5685.831265447169,5684.935035264195
5686.9333930284565,5686.942328283046,5688.679808986549,5685.655410811817
5687.753608121089,5687.539874985711,5686.2364083361535,5686.294401920137
5688.206810905097,5688.0688338603795,5688.46304286021,5687.024005020613
5688.738094026182,5688.503678697971,5689.07384562234,5687.615407962855
5689.232804391444,5688.824890258085,5689.3442112135735,5688.176750994518
5689.227625085291,5689.027927574372,5690.140422346915,5688.704777692981
5689.227625085291,5689.123220652178,5687.319795684345,5689.227625085291
